Bpla_TLR_17	fdd24b56ac6078bc138007531c4e544a	827	SMART	SM00255		686	827	1.6E-14	T	05-07-2018	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Bpla_TLR_17	fdd24b56ac6078bc138007531c4e544a	827	Pfam	PF01582	TIR domain	687	764	7.6E-20	T	05-07-2018	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Bpla_TLR_17	fdd24b56ac6078bc138007531c4e544a	827	Pfam	PF13855	Leucine rich repeat	58	117	2.4E-11	T	05-07-2018	IPR001611	Leucine-rich repeat
Bpla_TLR_17	fdd24b56ac6078bc138007531c4e544a	827	Pfam	PF13855	Leucine rich repeat	187	236	1.9E-7	T	05-07-2018	IPR001611	Leucine-rich repeat
Bpla_TLR_17	fdd24b56ac6078bc138007531c4e544a	827	Pfam	PF13855	Leucine rich repeat	488	545	5.8E-8	T	05-07-2018	IPR001611	Leucine-rich repeat
Bpla_TLR_17	fdd24b56ac6078bc138007531c4e544a	827	SMART	SM00369		128	151	230.0	T	05-07-2018	IPR003591	Leucine-rich repeat, typical subtype
Bpla_TLR_17	fdd24b56ac6078bc138007531c4e544a	827	SMART	SM00369		104	127	0.21	T	05-07-2018	IPR003591	Leucine-rich repeat, typical subtype
Bpla_TLR_17	fdd24b56ac6078bc138007531c4e544a	827	SMART	SM00369		285	307	260.0	T	05-07-2018	IPR003591	Leucine-rich repeat, typical subtype
Bpla_TLR_17	fdd24b56ac6078bc138007531c4e544a	827	SMART	SM00369		83	103	53.0	T	05-07-2018	IPR003591	Leucine-rich repeat, typical subtype
Bpla_TLR_17	fdd24b56ac6078bc138007531c4e544a	827	SMART	SM00369		485	508	190.0	T	05-07-2018	IPR003591	Leucine-rich repeat, typical subtype
Bpla_TLR_17	fdd24b56ac6078bc138007531c4e544a	827	SMART	SM00369		201	224	94.0	T	05-07-2018	IPR003591	Leucine-rich repeat, typical subtype
