Modiolus_philippinarum_MPH|Mph_scaf_38095-0.11	ce5fd37021a95f69de6df20d471a2270	490	Pfam	PF00860	Permease family	39	476	7.2E-88	T	30-10-2018	IPR006043	Xanthine/uracil/vitamin C permease	GO:0016020|GO:0022857|GO:0055085	
Modiolus_philippinarum_MPH|Mph_scaf_38095-0.11	ce5fd37021a95f69de6df20d471a2270	490	PANTHER	PTHR11119:SF3		8	489	4.8E-176	T	30-10-2018
Modiolus_philippinarum_MPH|Mph_scaf_38095-0.11	ce5fd37021a95f69de6df20d471a2270	490	PANTHER	PTHR11119		8	489	4.8E-176	T	30-10-2018
Modiolus_philippinarum_MPH|Mph_scaf_38095-0.11	ce5fd37021a95f69de6df20d471a2270	490	MobiDBLite	mobidb-lite	consensus disorder prediction	1	22	-	T	30-10-2018
Chlamys_farreri_CFA|CF62335.9	bc50ad329dfb24fe02a0d5e5482b6fb2	236	PANTHER	PTHR11119		1	231	3.1E-57	T	30-10-2018
Chlamys_farreri_CFA|CF62335.9	bc50ad329dfb24fe02a0d5e5482b6fb2	236	Pfam	PF00860	Permease family	19	226	5.1E-37	T	30-10-2018	IPR006043	Xanthine/uracil/vitamin C permease	GO:0016020|GO:0022857|GO:0055085	
Chlamys_farreri_CFA|CF44569.15	67c60fd7df6d25787ab767fa47e85215	467	Pfam	PF00860	Permease family	174	427	3.4E-51	T	30-10-2018	IPR006043	Xanthine/uracil/vitamin C permease	GO:0016020|GO:0022857|GO:0055085	
Chlamys_farreri_CFA|CF44569.15	67c60fd7df6d25787ab767fa47e85215	467	PANTHER	PTHR11119		33	208	2.2E-107	T	30-10-2018
Chlamys_farreri_CFA|CF44569.15	67c60fd7df6d25787ab767fa47e85215	467	PANTHER	PTHR11119		209	443	2.2E-107	T	30-10-2018
Crassostrea_gigas_CGI|XP_011428056.1	3c3d9aa77efa0c5bab4436a859650afa	605	PANTHER	PTHR11119:SF3		15	565	1.3E-202	T	30-10-2018
Crassostrea_gigas_CGI|XP_011428056.1	3c3d9aa77efa0c5bab4436a859650afa	605	PANTHER	PTHR11119		15	565	1.3E-202	T	30-10-2018
Crassostrea_gigas_CGI|XP_011428056.1	3c3d9aa77efa0c5bab4436a859650afa	605	Pfam	PF00860	Permease family	36	477	9.0E-85	T	30-10-2018	IPR006043	Xanthine/uracil/vitamin C permease	GO:0016020|GO:0022857|GO:0055085	
Crassostrea_gigas_CGI|XP_011428057.1	3c3d9aa77efa0c5bab4436a859650afa	605	PANTHER	PTHR11119:SF3		15	565	1.3E-202	T	30-10-2018
Crassostrea_gigas_CGI|XP_011428057.1	3c3d9aa77efa0c5bab4436a859650afa	605	PANTHER	PTHR11119		15	565	1.3E-202	T	30-10-2018
Crassostrea_gigas_CGI|XP_011428057.1	3c3d9aa77efa0c5bab4436a859650afa	605	Pfam	PF00860	Permease family	36	477	9.0E-85	T	30-10-2018	IPR006043	Xanthine/uracil/vitamin C permease	GO:0016020|GO:0022857|GO:0055085	
