Mizuhopecten_yessoensis_MYE|XP_021377930.1	e369d9ddc8f2be4b715712029e48be31	256	MobiDBLite	mobidb-lite	consensus disorder prediction	1	24	-	T	31-10-2018
Lingula_anatina_LAN|XP_013392908.1	1547a3c77fb3ab73ea04753458d20ce5	244	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	18	5.0	T	31-10-2018
Lingula_anatina_LAN|XP_013392910.1	1547a3c77fb3ab73ea04753458d20ce5	244	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	18	5.0	T	31-10-2018
Patinopecten_yessoensis_PYE|PY_T23067	eaafbf9f9b32882e463dbb4acb4eb307	367	MobiDBLite	mobidb-lite	consensus disorder prediction	111	133	-	T	31-10-2018
Lottia_gigantea_LGI|XP_009061275.1	8d47ad03f4f6679730c830bd3f7b3474	408	Coils	Coil		406	408	-	T	31-10-2018
Chlamys_farreri_CFA|CF56501.6	ef91124ad5f4fb66e43ce8ce8e608737	365	MobiDBLite	mobidb-lite	consensus disorder prediction	251	365	-	T	31-10-2018
Lamellibrachia_luymsi_proteins_LLU|FUN_021357-T1	7c5f18f64353b0448a14baea9abdc78d	229	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	22	6.0	T	31-10-2018
Lottia_gigantea_LGI|XP_009061276.1	c6adb7b10153277e3c0a58df2fad831d	381	MobiDBLite	mobidb-lite	consensus disorder prediction	137	169	-	T	31-10-2018
Lamellibrachia_luymsi_proteins_LLU|FUN_006854-T1	cd3e60aee46b60d4afee5b11d144ba4f	280	Coils	Coil		51	71	-	T	31-10-2018
Crassostrea_virginica_CVI|XP_022333355.1	9f5950dd53f9d9c8758bde048dcaff5c	273	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	18	5.0	T	31-10-2018
