Aplysia_californica_ACA|XP_005098912.1	3dc8e2523ac89ee0cc0fe866c3ffb7f4	1372	Coils	Coil		491	511	-	T	31-10-2018
Aplysia_californica_ACA|XP_005098912.1	3dc8e2523ac89ee0cc0fe866c3ffb7f4	1372	MobiDBLite	mobidb-lite	consensus disorder prediction	153	185	-	T	31-10-2018
Aplysia_californica_ACA|XP_005098912.1	3dc8e2523ac89ee0cc0fe866c3ffb7f4	1372	MobiDBLite	mobidb-lite	consensus disorder prediction	750	835	-	T	31-10-2018
Aplysia_californica_ACA|XP_005098912.1	3dc8e2523ac89ee0cc0fe866c3ffb7f4	1372	MobiDBLite	mobidb-lite	consensus disorder prediction	1084	1145	-	T	31-10-2018
Aplysia_californica_ACA|XP_005098911.1	3dc8e2523ac89ee0cc0fe866c3ffb7f4	1372	Coils	Coil		491	511	-	T	31-10-2018
Aplysia_californica_ACA|XP_005098911.1	3dc8e2523ac89ee0cc0fe866c3ffb7f4	1372	MobiDBLite	mobidb-lite	consensus disorder prediction	153	185	-	T	31-10-2018
Aplysia_californica_ACA|XP_005098911.1	3dc8e2523ac89ee0cc0fe866c3ffb7f4	1372	MobiDBLite	mobidb-lite	consensus disorder prediction	750	835	-	T	31-10-2018
Aplysia_californica_ACA|XP_005098911.1	3dc8e2523ac89ee0cc0fe866c3ffb7f4	1372	MobiDBLite	mobidb-lite	consensus disorder prediction	1084	1145	-	T	31-10-2018
Modiolus_philippinarum_MPH|Mph_scaf_62444-0.3	93b07a289ce2967dd094e12f0706b710	513	PANTHER	PTHR10773:SF12		90	225	1.8E-73	T	31-10-2018
Modiolus_philippinarum_MPH|Mph_scaf_62444-0.3	93b07a289ce2967dd094e12f0706b710	513	PANTHER	PTHR10773:SF12		228	374	1.8E-73	T	31-10-2018
Modiolus_philippinarum_MPH|Mph_scaf_62444-0.3	93b07a289ce2967dd094e12f0706b710	513	Coils	Coil		247	274	-	T	31-10-2018
Modiolus_philippinarum_MPH|Mph_scaf_62444-0.3	93b07a289ce2967dd094e12f0706b710	513	PANTHER	PTHR10773		374	500	1.8E-73	T	31-10-2018
Modiolus_philippinarum_MPH|Mph_scaf_62444-0.3	93b07a289ce2967dd094e12f0706b710	513	PANTHER	PTHR10773		228	374	1.8E-73	T	31-10-2018
Modiolus_philippinarum_MPH|Mph_scaf_62444-0.3	93b07a289ce2967dd094e12f0706b710	513	MobiDBLite	mobidb-lite	consensus disorder prediction	37	79	-	T	31-10-2018
Modiolus_philippinarum_MPH|Mph_scaf_62444-0.3	93b07a289ce2967dd094e12f0706b710	513	PANTHER	PTHR10773:SF12		374	500	1.8E-73	T	31-10-2018
Modiolus_philippinarum_MPH|Mph_scaf_62444-0.3	93b07a289ce2967dd094e12f0706b710	513	PANTHER	PTHR10773		90	225	1.8E-73	T	31-10-2018
Notospermus_geniculatus_NGE|g11025.t1	5cc2b8e672c0450269e7a59bd32e085a	845	MobiDBLite	mobidb-lite	consensus disorder prediction	1	57	-	T	31-10-2018
Notospermus_geniculatus_NGE|g11025.t1	5cc2b8e672c0450269e7a59bd32e085a	845	PANTHER	PTHR10773:SF12		78	739	7.5E-67	T	31-10-2018
Notospermus_geniculatus_NGE|g11025.t1	5cc2b8e672c0450269e7a59bd32e085a	845	MobiDBLite	mobidb-lite	consensus disorder prediction	355	407	-	T	31-10-2018
Notospermus_geniculatus_NGE|g11025.t1	5cc2b8e672c0450269e7a59bd32e085a	845	PANTHER	PTHR10773		78	739	7.5E-67	T	31-10-2018
Aplysia_californica_ACA|XP_005092260.1	8494f842aa39139b45c101e91999254d	1016	MobiDBLite	mobidb-lite	consensus disorder prediction	35	54	-	T	31-10-2018
Aplysia_californica_ACA|XP_005092260.1	8494f842aa39139b45c101e91999254d	1016	MobiDBLite	mobidb-lite	consensus disorder prediction	455	519	-	T	31-10-2018
Aplysia_californica_ACA|XP_005092260.1	8494f842aa39139b45c101e91999254d	1016	PANTHER	PTHR10773		188	434	9.6E-32	T	31-10-2018
Aplysia_californica_ACA|XP_005092260.1	8494f842aa39139b45c101e91999254d	1016	MobiDBLite	mobidb-lite	consensus disorder prediction	935	960	-	T	31-10-2018
Aplysia_californica_ACA|XP_005092260.1	8494f842aa39139b45c101e91999254d	1016	MobiDBLite	mobidb-lite	consensus disorder prediction	972	1016	-	T	31-10-2018
Aplysia_californica_ACA|XP_005092260.1	8494f842aa39139b45c101e91999254d	1016	PANTHER	PTHR10773		556	922	9.6E-32	T	31-10-2018
Aplysia_californica_ACA|XP_005092260.1	8494f842aa39139b45c101e91999254d	1016	MobiDBLite	mobidb-lite	consensus disorder prediction	539	558	-	T	31-10-2018
Aplysia_californica_ACA|XP_005092260.1	8494f842aa39139b45c101e91999254d	1016	MobiDBLite	mobidb-lite	consensus disorder prediction	667	710	-	T	31-10-2018
Aplysia_californica_ACA|XP_005092260.1	8494f842aa39139b45c101e91999254d	1016	PANTHER	PTHR10773:SF12		188	434	9.6E-32	T	31-10-2018
Aplysia_californica_ACA|XP_005092260.1	8494f842aa39139b45c101e91999254d	1016	MobiDBLite	mobidb-lite	consensus disorder prediction	158	221	-	T	31-10-2018
Aplysia_californica_ACA|XP_005092260.1	8494f842aa39139b45c101e91999254d	1016	MobiDBLite	mobidb-lite	consensus disorder prediction	597	630	-	T	31-10-2018
Aplysia_californica_ACA|XP_005092260.1	8494f842aa39139b45c101e91999254d	1016	PANTHER	PTHR10773:SF12		556	922	9.6E-32	T	31-10-2018
Aplysia_californica_ACA|XP_005109172.1	8b320371f9e876e89c0ef3ef3746dfcc	972	MobiDBLite	mobidb-lite	consensus disorder prediction	458	492	-	T	31-10-2018
Aplysia_californica_ACA|XP_005109172.1	8b320371f9e876e89c0ef3ef3746dfcc	972	MobiDBLite	mobidb-lite	consensus disorder prediction	414	446	-	T	31-10-2018
Aplysia_californica_ACA|XP_005109172.1	8b320371f9e876e89c0ef3ef3746dfcc	972	PANTHER	PTHR10773:SF12		131	369	6.3E-24	T	31-10-2018
Aplysia_californica_ACA|XP_005109172.1	8b320371f9e876e89c0ef3ef3746dfcc	972	PANTHER	PTHR10773:SF12		393	710	6.3E-24	T	31-10-2018
Aplysia_californica_ACA|XP_005109172.1	8b320371f9e876e89c0ef3ef3746dfcc	972	PANTHER	PTHR10773:SF12		819	955	6.3E-24	T	31-10-2018
Aplysia_californica_ACA|XP_005109172.1	8b320371f9e876e89c0ef3ef3746dfcc	972	PANTHER	PTHR10773		393	710	6.3E-24	T	31-10-2018
Aplysia_californica_ACA|XP_005109172.1	8b320371f9e876e89c0ef3ef3746dfcc	972	PANTHER	PTHR10773		819	955	6.3E-24	T	31-10-2018
Aplysia_californica_ACA|XP_005109172.1	8b320371f9e876e89c0ef3ef3746dfcc	972	PANTHER	PTHR10773		131	369	6.3E-24	T	31-10-2018
Aplysia_californica_ACA|XP_005109173.1	8b320371f9e876e89c0ef3ef3746dfcc	972	MobiDBLite	mobidb-lite	consensus disorder prediction	458	492	-	T	31-10-2018
Aplysia_californica_ACA|XP_005109173.1	8b320371f9e876e89c0ef3ef3746dfcc	972	MobiDBLite	mobidb-lite	consensus disorder prediction	414	446	-	T	31-10-2018
Aplysia_californica_ACA|XP_005109173.1	8b320371f9e876e89c0ef3ef3746dfcc	972	PANTHER	PTHR10773:SF12		131	369	6.3E-24	T	31-10-2018
Aplysia_californica_ACA|XP_005109173.1	8b320371f9e876e89c0ef3ef3746dfcc	972	PANTHER	PTHR10773:SF12		393	710	6.3E-24	T	31-10-2018
Aplysia_californica_ACA|XP_005109173.1	8b320371f9e876e89c0ef3ef3746dfcc	972	PANTHER	PTHR10773:SF12		819	955	6.3E-24	T	31-10-2018
Aplysia_californica_ACA|XP_005109173.1	8b320371f9e876e89c0ef3ef3746dfcc	972	PANTHER	PTHR10773		393	710	6.3E-24	T	31-10-2018
Aplysia_californica_ACA|XP_005109173.1	8b320371f9e876e89c0ef3ef3746dfcc	972	PANTHER	PTHR10773		819	955	6.3E-24	T	31-10-2018
Aplysia_californica_ACA|XP_005109173.1	8b320371f9e876e89c0ef3ef3746dfcc	972	PANTHER	PTHR10773		131	369	6.3E-24	T	31-10-2018
Aplysia_californica_ACA|XP_012943924.1	8b320371f9e876e89c0ef3ef3746dfcc	972	MobiDBLite	mobidb-lite	consensus disorder prediction	458	492	-	T	31-10-2018
Aplysia_californica_ACA|XP_012943924.1	8b320371f9e876e89c0ef3ef3746dfcc	972	MobiDBLite	mobidb-lite	consensus disorder prediction	414	446	-	T	31-10-2018
Aplysia_californica_ACA|XP_012943924.1	8b320371f9e876e89c0ef3ef3746dfcc	972	PANTHER	PTHR10773:SF12		131	369	6.3E-24	T	31-10-2018
Aplysia_californica_ACA|XP_012943924.1	8b320371f9e876e89c0ef3ef3746dfcc	972	PANTHER	PTHR10773:SF12		393	710	6.3E-24	T	31-10-2018
Aplysia_californica_ACA|XP_012943924.1	8b320371f9e876e89c0ef3ef3746dfcc	972	PANTHER	PTHR10773:SF12		819	955	6.3E-24	T	31-10-2018
Aplysia_californica_ACA|XP_012943924.1	8b320371f9e876e89c0ef3ef3746dfcc	972	PANTHER	PTHR10773		393	710	6.3E-24	T	31-10-2018
Aplysia_californica_ACA|XP_012943924.1	8b320371f9e876e89c0ef3ef3746dfcc	972	PANTHER	PTHR10773		819	955	6.3E-24	T	31-10-2018
Aplysia_californica_ACA|XP_012943924.1	8b320371f9e876e89c0ef3ef3746dfcc	972	PANTHER	PTHR10773		131	369	6.3E-24	T	31-10-2018
Aplysia_californica_ACA|XP_005109174.1	8b320371f9e876e89c0ef3ef3746dfcc	972	MobiDBLite	mobidb-lite	consensus disorder prediction	458	492	-	T	31-10-2018
