#Lamellibrachia
LLU|FUN_000001-T1	K11253
LLU|FUN_000002-T1	K11253
LLU|FUN_000003-T1	K01027
LLU|FUN_000018-T1	K19352
LLU|FUN_000024-T1	K02951
LLU|FUN_000027-T1	K02599
LLU|FUN_000040-T1	K22804
LLU|FUN_000041-T1	K14191
LLU|FUN_000044-T1	K08740
LLU|FUN_000045-T1	K08740
LLU|FUN_000046-T1	K16740
LLU|FUN_000049-T1	K11136
LLU|FUN_000050-T1	K14788
LLU|FUN_000052-T1	K10631
LLU|FUN_000053-T1	K20098
LLU|FUN_000054-T1	K12598
LLU|FUN_000055-T1	K05360
LLU|FUN_000057-T1	K07441
LLU|FUN_000058-T1	K21842
LLU|FUN_000062-T1	K07841
LLU|FUN_000063-T1	K04543
LLU|FUN_000064-T1	K04543
LLU|FUN_000066-T1	K04543
LLU|FUN_000070-T1	K04402
LLU|FUN_000072-T2	K01974
LLU|FUN_000072-T1	K01974
LLU|FUN_000073-T1	K09699
LLU|FUN_000075-T1	K11140
LLU|FUN_000076-T1	K11140
LLU|FUN_000078-T1	K11140
LLU|FUN_000082-T1	K09215
LLU|FUN_000086-T1	K11268
LLU|FUN_000095-T1	K10350
LLU|FUN_000097-T1	K20476
LLU|FUN_000098-T1	K15446
LLU|FUN_000099-T1	K10839
LLU|FUN_000101-T1	K06095
LLU|FUN_000102-T1	K06095
LLU|FUN_000103-T1	K06095
LLU|FUN_000104-T1	K07963
LLU|FUN_000105-T1	K20310
LLU|FUN_000108-T1	K11664
LLU|FUN_000112-T1	K08656
LLU|FUN_000118-T1	K19519
LLU|FUN_000119-T1	K11843
LLU|FUN_000121-T1	K06234
LLU|FUN_000122-T1	K03938
LLU|FUN_000123-T1	K12386
LLU|FUN_000128-T1	K21813
LLU|FUN_000129-T1	K01446
LLU|FUN_000141-T1	K13781
LLU|FUN_000143-T1	K18460
LLU|FUN_000147-T1	K01480
LLU|FUN_000151-T1	K22909
LLU|FUN_000154-T1	K02599
LLU|FUN_000161-T1	K06252
LLU|FUN_000170-T1	K17341
LLU|FUN_000172-T1	K09866
LLU|FUN_000173-T1	K09668
LLU|FUN_000187-T1	K01384
LLU|FUN_000189-T1	K01384
LLU|FUN_000193-T1	K04950
LLU|FUN_000194-T1	K04950
LLU|FUN_000195-T1	K04950
LLU|FUN_000196-T1	K01049
LLU|FUN_000201-T1	K12489
LLU|FUN_000202-T1	K16777
LLU|FUN_000203-T1	K16777
LLU|FUN_000209-T1	K16777
LLU|FUN_000210-T1	K16777
LLU|FUN_000211-T1	K14429
LLU|FUN_000212-T1	K12831
LLU|FUN_000213-T1	K17700
LLU|FUN_000214-T1	K17700
LLU|FUN_000220-T1	K15622
LLU|FUN_000221-T1	K14455
LLU|FUN_000225-T1	K19530
LLU|FUN_000230-T1	K19530
LLU|FUN_000235-T1	K11883
LLU|FUN_000239-T1	K10185
LLU|FUN_000241-T1	K10185
LLU|FUN_000250-T1	K10185
LLU|FUN_000251-T1	K10185
LLU|FUN_000254-T1	K10416
LLU|FUN_000255-T1	K10734
LLU|FUN_000256-T1	K10636
LLU|FUN_000258-T1	K11796
LLU|FUN_000259-T1	K20294
LLU|FUN_000260-T1	K11997
LLU|FUN_000261-T1	K20294
LLU|FUN_000264-T1	K05929
LLU|FUN_000269-T1	K11971
LLU|FUN_000270-T1	K11363
LLU|FUN_000271-T1	K06756
LLU|FUN_000273-T1	K00072
LLU|FUN_000274-T1	K00072
LLU|FUN_000275-T1	K15302
LLU|FUN_000278-T1	K15779
LLU|FUN_000295-T1	K15162
LLU|FUN_000298-T1	K15162
LLU|FUN_000299-T1	K03358
LLU|FUN_000310-T1	K10462
LLU|FUN_000313-T1	K05193
LLU|FUN_000314-T1	K05195
LLU|FUN_000319-T1	K17584
LLU|FUN_000320-T1	K09866
LLU|FUN_000323-T1	K20301
LLU|FUN_000324-T1	K03163
LLU|FUN_000324-T2	K03163
LLU|FUN_000335-T1	K06999
LLU|FUN_000337-T1	K18182
LLU|FUN_000338-T1	K02988
LLU|FUN_000343-T1	K01369
LLU|FUN_000345-T1	K17278
LLU|FUN_000346-T1	K17278
LLU|FUN_000349-T1	K17278
LLU|FUN_000362-T1	K11805
LLU|FUN_000377-T1	K06826
LLU|FUN_000379-T1	K10809
LLU|FUN_000380-T1	K06091
LLU|FUN_000391-T1	K09320
LLU|FUN_000395-T1	K04534
LLU|FUN_000405-T1	K14960
LLU|FUN_000406-T1	K17065
LLU|FUN_000409-T1	K02599
LLU|FUN_000411-T1	K02599
LLU|FUN_000418-T1	K00699
LLU|FUN_000419-T1	K00699
LLU|FUN_000420-T1	K00699
LLU|FUN_000422-T1	K10858
LLU|FUN_000424-T1	K04346
LLU|FUN_000425-T1	K04346
LLU|FUN_000426-T1	K01414
LLU|FUN_000427-T1	K01756
LLU|FUN_000429-T1	K18752
LLU|FUN_000440-T1	K01756
LLU|FUN_000442-T1	K14015
LLU|FUN_000443-T1	K17908
LLU|FUN_000446-T1	K14459
LLU|FUN_000449-T1	K12603
LLU|FUN_000451-T1	K12603
LLU|FUN_000452-T1	K02863
LLU|FUN_000453-T1	K00261
LLU|FUN_000454-T1	K17345
LLU|FUN_000455-T1	K17345
LLU|FUN_000457-T1	K02087
LLU|FUN_000459-T1	K07204
LLU|FUN_000460-T1	K06229
LLU|FUN_000461-T1	K02427
LLU|FUN_000463-T1	K02997
LLU|FUN_000477-T1	K00718
LLU|FUN_000483-T1	K19636
LLU|FUN_000495-T1	K13336
LLU|FUN_000496-T1	K18405
LLU|FUN_000499-T1	K13279
LLU|FUN_000508-T1	K16630
LLU|FUN_000511-T1	K07984
LLU|FUN_000514-T1	K11481
LLU|FUN_000515-T1	K18932
LLU|FUN_000517-T1	K15261
LLU|FUN_000518-T1	K15261
LLU|FUN_000537-T1	K13218
LLU|FUN_000539-T1	K01764
LLU|FUN_000541-T1	K01764
LLU|FUN_000542-T1	K03875
LLU|FUN_000543-T1	K14786
LLU|FUN_000544-T1	K05310
LLU|FUN_000545-T1	K05310
LLU|FUN_000552-T1	K04205
LLU|FUN_000553-T1	K04205
LLU|FUN_000554-T1	K04205
LLU|FUN_000555-T1	K04224
LLU|FUN_000556-T1	K08375
LLU|FUN_000560-T1	K20166
LLU|FUN_000561-T1	K10879
LLU|FUN_000566-T1	K09540
LLU|FUN_000576-T1	K02605
LLU|FUN_000577-T1	K10395
LLU|FUN_000578-T1	K02930
LLU|FUN_000587-T1	K11804
LLU|FUN_000588-T1	K07188
LLU|FUN_000589-T1	K13431
LLU|FUN_000590-T1	K14242
LLU|FUN_000591-T1	K14242
LLU|FUN_000592-T1	K11833
LLU|FUN_000594-T1	K17531
LLU|FUN_000601-T1	K14405
LLU|FUN_000602-T1	K02520
LLU|FUN_000603-T1	K18740
LLU|FUN_000617-T1	K01446
LLU|FUN_000618-T1	K03575
LLU|FUN_000633-T1	K03331
LLU|FUN_000635-T1	K03331
LLU|FUN_000637-T1	K15261
LLU|FUN_000637-T2	K15261
LLU|FUN_000642-T1	K22125
