TKI|KII67871	3d1f39230b0b2a874dca2a245fcdfc30	1153	Pfam	PF00665	Integrase core domain	1029	1135	2.2E-19	T	23-05-2018	IPR001584	Integrase, catalytic core
TKI|KII67871	3d1f39230b0b2a874dca2a245fcdfc30	1153	Pfam	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	527	654	1.2E-20	T	23-05-2018	IPR000477	Reverse transcriptase domain
TKI|KII73602	3a9776786b61997bed46fd33617b1757	471	Pfam	PF00224	Pyruvate kinase, barrel domain	1	324	5.1E-83	T	23-05-2018	IPR015793	Pyruvate kinase, barrel
TKI|KII73602	3a9776786b61997bed46fd33617b1757	471	Pfam	PF02887	Pyruvate kinase, alpha/beta domain	342	459	2.8E-29	T	23-05-2018	IPR015795	Pyruvate kinase, C-terminal
TKI|KII65416	4fff8a4d9a0169f5d045f87fef4622fd	591	Pfam	PF00659	POLO box duplicated region	510	571	8.0E-11	T	23-05-2018	IPR000959	POLO box domain
TKI|KII65416	4fff8a4d9a0169f5d045f87fef4622fd	591	Pfam	PF00659	POLO box duplicated region	408	468	4.7E-19	T	23-05-2018	IPR000959	POLO box domain
TKI|KII65416	4fff8a4d9a0169f5d045f87fef4622fd	591	Pfam	PF00069	Protein kinase domain	23	274	1.3E-70	T	23-05-2018	IPR000719	Protein kinase domain
TKI|KII62832	445ca4b79c4e21d5e7ec49a067d0e6b6	390	Pfam	PF01399	PCI domain	237	339	4.1E-9	T	23-05-2018	IPR000717	Proteasome component (PCI) domain
TKI|KII65854	56bfd2875ab8932be3157f419b5d3e16	103	Pfam	PF04502	Family of unknown function (DUF572)	1	91	7.4E-48	T	23-05-2018	IPR007590	CWC16 protein
TKI|KII63010	8f04e8adea5452c2da52482dee93e1b1	204	Pfam	PF01294	Ribosomal protein L13e	7	184	2.1E-68	T	23-05-2018	IPR001380	Ribosomal protein L13e
TKI|KII64688	8f04e8adea5452c2da52482dee93e1b1	204	Pfam	PF01294	Ribosomal protein L13e	7	184	2.1E-68	T	23-05-2018	IPR001380	Ribosomal protein L13e
TKI|KII63011	8f04e8adea5452c2da52482dee93e1b1	204	Pfam	PF01294	Ribosomal protein L13e	7	184	2.1E-68	T	23-05-2018	IPR001380	Ribosomal protein L13e
TKI|KII69172	77db6efce0d8994963879e69d159df4e	376	Pfam	PF00483	Nucleotidyl transferase	15	146	9.7E-9	T	23-05-2018	IPR005835	Nucleotidyl transferase domain
TKI|KII61834	7a266e6990e65e2d263c87a588327349	177	Pfam	PF02221	ML domain	52	163	4.8E-6	T	23-05-2018	IPR003172	MD-2-related lipid-recognition domain
TKI|KII65508	ee7ef754e01ec9b7763ac95acc2bf648	824	Pfam	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	1	82	7.4E-20	T	23-05-2018	IPR000477	Reverse transcriptase domain
TKI|KII65508	ee7ef754e01ec9b7763ac95acc2bf648	824	Pfam	PF00665	Integrase core domain	459	566	7.4E-18	T	23-05-2018	IPR001584	Integrase, catalytic core
TKI|KII69415	6e5545eb7fabe86295dc72a1930ce244	146	Pfam	PF03071	GNT-I family	23	141	2.8E-14	T	23-05-2018	IPR004139	Glycosyl transferase, family 13
